parent_id	child_id	parent_index	child_index	relative_root_seconds	parent_lag_seconds	edge_weight
3453865229766222	3453866995648987	139	161	52479	422	52479
3453646882841201	3453867142479687	0	162	52512	52512	52512
3453646882841201	3453867326765089	0	163	52557	52557	52557
3453646882841201	3453867377099383	0	164	52568	52568	52568
3453864717623975	3453867452451314	134	165	52587	651	52587
3453646882841201	3453867633623197	0	166	52630	52630	52630
3453863640273436	3453867658794959	126	167	52636	958	52636
3453866781986616	3453867817374741	158	168	52673	247	52673
3453646882841201	3453867889228856	0	169	52691	52691	52691
3453867658794959	3453867897619585	167	170	52693	57	52693
3453646882841201	3453867918640930	0	171	52697	52697	52697
3453646882841201	3453868195530278	0	172	52764	52764	52764
3453646882841201	3453868266339010	0	173	52781	52781	52781
3453861136487828	3453868274929738	108	174	52783	1702	52783
3453868274929738	3453868329106986	174	175	52796	13	52796
3453868329106986	3453868337859133	175	176	52798	2	52798
3453646882841201	3453868379441147	0	177	52808	52808	52808
3453646882841201	3453868451444143	0	178	52823	52823	52823
3453646882841201	3453868829019754	0	179	52915	52915	52915
3453646882841201	3453868849995359	0	180	52919	52919	52919
3453646882841201	3453869050715614	0	181	52968	52968	52968
3453868337859133	3453869118171763	176	182	52985	187	52985
3453868195530278	3453869151733526	172	183	52992	228	52992
3453646882841201	3453869319604902	0	184	53030	53030	53030
3453646882841201	3453869335530749	0	185	53036	53036	53036
3453869118171763	3453869487417794	182	186	53071	86	53071
3453646882841201	3453869604558072	0	187	53099	53099	53099
3453862638125245	3453869982464982	118	188	53190	1751	53190
3453646882841201	3453870087012689	0	189	53215	53215	53215
3453864982474523	3453870720233052	137	190	53365	1368	53365
3453864890179327	3453871009560839	135	191	53435	1459	53435
3453646882841201	3453871123323706	0	192	53461	53461	53461
3453646882841201	3453871169122986	0	193	53473	53473	53473
3453646882841201	3453871206967709	0	194	53481	53481	53481
3453646882841201	3453871391000753	0	195	53526	53526	53526
3453646882841201	3453871416016132	0	196	53533	53533	53533
3453646882841201	3453871504742819	0	197	53552	53552	53552
3453864890179327	3453871538396758	135	198	53560	1584	53560
3453869487417794	3453871748161797	186	199	53611	540	53611
3453868274929738	3453871780939654	174	200	53619	836	53619
3453861945306596	3453872091486758	112	201	53693	2421	53693
3453871206967709	3453872134131343	194	202	53702	221	53702
3453865553023910	3453872226064104	144	203	53723	1590	53723
3453866974672809	3453872255533225	160	204	53732	1259	53732
3453646882841201	3453872477885816	0	205	53785	53785	53785
3453871206967709	3453873010687634	194	206	53910	429	53910
3453857143246836	3453873140118566	59	207	53943	3814	53943
3453864890179327	3453873278385311	135	208	53976	2000	53976
3453871780939654	3453873425346491	200	209	54011	392	54011
3453646882841201	3453873429955874	0	210	54012	54012	54012
3453870720233052	3453874163741208	190	211	54185	820	54185
3453858061984019	3453874159546321	72	212	54186	3838	54186
3453646882841201	3453874189304606	0	213	54192	54192	54192
3453873425346491	3453874537253117	209	214	54275	264	54275
3453873140118566	3453874746882640	207	215	54326	383	54326
3453874537253117	3453874839316476	214	216	54348	73	54348
3453862688468761	3453875015520502	120	217	54390	2939	54390
3453646882841201	3453875040692570	0	218	54396	54396	54396
3453874537253117	3453875162356897	214	219	54424	149	54424
3453874189304606	3453875174942372	213	220	54428	236	54428
3453874746882640	3453875383774452	215	221	54478	152	54478
3453864890179327	3453875769670529	135	222	54570	2594	54570
3453646882841201	3453876378316018	0	223	54715	54715	54715
3453858913541687	3453876617446339	84	224	54772	4221	54772
3453646882841201	3453876818985691	0	225	54821	54821	54821
3453853985096615	3453877384916399	10	226	54955	5579	54955
3453646882841201	3453877582092214	0	227	55002	55002	55002
3453875162356897	3453877607263699	219	228	55008	584	55008
3453877607263699	3453877615654287	228	229	55009	1	55009
3453646882841201	3453877762069120	0	230	55046	55046	55046
3453646882841201	3453877804440051	0	231	55054	55054	55054
3453860951673252	3453878085520967	106	232	55119	4082	55119
3453859274124684	3453878169425789	87	233	55140	4502	55140
3453859202089082	3453878454892705	86	234	55210	4590	55210
3453865661802529	3453878597081940	147	235	55244	3085	55244
3453646882841201	3453878727590037	0	236	55275	55275	55275
3453864890179327	3453878772950491	135	237	55285	3309	55285
3453875383774452	3453879004021441	221	238	55341	863	55341
3453646882841201	3453879180421509	0	239	55383	55383	55383
3453646882841201	3453879268522914	0	240	55404	55404	55404
3453646882841201	3453879314671269	0	241	55415	55415	55415
3453646882841201	3453879331251438	0	242	55418	55418	55418
3453646882841201	3453879465701730	0	243	55449	55449	55449
3453646882841201	3453879469399047	0	244	55452	55452	55452
3453878772950491	3453879473889940	237	245	55453	168	55453
3453858703781773	3453879578975939	79	246	55478	4978	55478
3453879473889940	3453880027401681	245	247	55583	130	55583
3453646882841201	3453880073411686	0	248	55595	55595	55595
3453864890179327	3453880673690785	135	249	55737	3761	55737
3453646882841201	3453880736399864	0	250	55754	55754	55754
3453873140118566	3453880820043553	207	251	55774	1831	55774
3453875040692570	3453881067252529	218	252	55833	1437	55833
3453880073411686	3453881256348342	248	253	55878	283	55878
3453860926725834	3453881419962878	105	254	55916	4885	55916
3453862243118155	3453881591967704	114	255	55958	4613	55958
3453646882841201	3453881734606265	0	256	55990	55990	55990
3453871206967709	3453881810121436	194	257	56009	2528	56009
3453646882841201	3453881814316776	0	258	56011	56011	56011
3453880073411686	3453882116357809	248	259	56083	488	56083
3453877804440051	3453882153476998	231	260	56091	1037	56091
3453646882841201	3453882166461165	0	261	56095	56095	56095
3453646882841201	3453882582046252	0	262	56194	56194	56194
3453646882841201	3453882736518454	0	263	56231	56231	56231
3453881067252529	3453883156293672	252	264	56330	497	56330
3453878169425789	3453883181464942	233	265	56337	1197	56337
3453646882841201	3453883277957333	0	266	56360	56360	56360
3453646882841201	3453883282408862	0	267	56360	56360	56360
3453646882841201	3453883466746346	0	268	56405	56405	56405
3453646882841201	3453883580280531	0	269	56432	56432	56432
3453646882841201	3453883714531125	0	270	56464	56464	56464
3453879473889940	3453883852711870	245	271	56495	1042	56495
3453646882841201	3453883856907641	0	272	56496	56496	56496
3453883580280531	3453884078508213	269	273	56550	118	56550
3453864890179327	3453884901059469	135	274	56747	4771	56747
3453646882841201	3453885031601477	0	275	56778	56778	56778
3453646882841201	3453885048383400	0	276	56782	56782	56782
3453646882841201	3453885437999368	0	277	56875	56875	56875
3453880073411686	3453885547076109	248	278	56899	1304	56899
3453646882841201	3453885651456745	0	279	56925	56925	56925
3453646882841201	3453885928844921	0	280	56992	56992	56992
3453646882841201	3453886066876073	0	281	57025	57025	57025
3453879004021441	3453886146410899	238	282	57045	1704	57045
3453646882841201	3453886583340405	0	283	57148	57148	57148
3453879473889940	3453886742194537	245	284	57186	1733	57186
3453646882841201	3453887740491807	0	285	57424	57424	57424
3453886146410899	3453888311216354	282	286	57558	513	57558
3453646882841201	3453888416418098	0	287	57585	57585	57585
3453646882841201	3453888802060094	0	288	57677	57677	57677
3453879473889940	3453889045122017	245	289	57735	2282	57735
3453646882841201	3453889099989079	0	290	57748	57748	57748
3453888802060094	3453889187759418	288	291	57769	92	57769
3453883466746346	3453890341532696	268	292	58044	1639	58044
3453883852711870	3453890391531187	271	293	58056	1561	58056
3453646882841201	3453890684620520	0	294	58125	58125	58125
3453646882841201	3453891159350491	0	295	58239	58239	58239
3453646882841201	3453892216185648	0	296	58491	58491	58491
3453890684620520	3453892551906187	294	297	58571	446	58571
3453646882841201	3453892564124534	0	298	58574	58574	58574
3453646882841201	3453892706760674	0	299	58607	58607	58607
3453890684620520	3453892715521291	294	300	58610	485	58610
3453646882841201	3453892857788264	0	301	58644	58644	58644
3453887740491807	3453893210296083	285	302	58727	1303	58727
3453891159350491	3453893231271736	295	303	58732	493	58732
3453875040692570	3453893302477709	218	304	58750	4354	58750
3453646882841201	3453893365080041	0	305	58765	58765	58765
3453646882841201	3453893419943543	0	306	58778	58778	58778
3453646882841201	3453893600336398	0	307	58821	58821	58821
3453879268522914	3453893725930291	240	308	58851	3447	58851
3453883580280531	3453893860176796	269	309	58881	2449	58881
3453880073411686	3453894137060593	248	310	58949	3354	58949
3453646882841201	3453894455895544	0	311	59025	59025	59025
3453646882841201	3453894492976614	0	312	59032	59032	59032
3453888311216354	3453894522765782	286	313	59041	1483	59041
3453880073411686	3453894555894260	248	314	59049	3454	59049
3453646882841201	3453895051353318	0	315	59165	59165	59165
3453894522765782	3453895206471624	313	316	59204	163	59204
3453893860176796	3453895244333119	309	317	59213	332	59213
3453894522765782	3453895445559097	313	318	59261	220	59261
3453894522765782	3453895554915525	313	319	59287	246	59287
3453894522765782	3453895806287585	313	320	59347	306	59347
3453879473889940	3453895810688091	245	321	59347	3894	59347
3453879473889940	3453895814883406	245	322	59349	3896	59349
3453646882841201	3453895898788157	0	323	59367	59367	59367
3453646882841201	3453896410344425	0	324	59489	59489	59489
3453646882841201	3453896469077378	0	325	59505	59505	59505
3453646882841201	3453896602818228	0	326	59537	59537	59537
3453646882841201	3453896876015715	0	327	59600	59600	59600
3453875162356897	3453896909728901	219	328	59609	5185	59609
3453895814883406	3453897295696831	322	329	59702	353	59702
3453894522765782	3453897408166952	313	330	59727	686	59727
3453894522765782	3453897681404217	313	331	59793	752	59793
3453894522765782	3453897722924180	313	332	59805	764	59805
3453646882841201	3453897786126200	0	333	59818	59818	59818
3453646882841201	3453897907950961	0	334	59846	59846	59846
3453646882841201	3453898243412598	0	335	59928	59928	59928
3453646882841201	3453898260358688	0	336	59932	59932	59932
3453894522765782	3453898486478442	313	337	59987	946	59987
3453856518609246	3453898726043029	51	338	60043	10064	60043
3453897722924180	3453898885204274	332	339	60080	275	60080
3453893860176796	3453898889399597	309	340	60080	1199	60080
3453897722924180	3453899048396895	332	341	60119	314	60119
3453646882841201	3453899102925879	0	342	60132	60132	60132
3453897722924180	3453899149337054	332	343	60142	337	60142
3453894522765782	3453899341584357	313	344	60189	1148	60189
3453646882841201	3453899459967530	0	345	60218	60218	60218
3453894522765782	3453899689730808	313	346	60273	1232	60273
3453894522765782	3453899702744636	313	347	60276	1235	60276
3453894522765782	3453899719635725	313	348	60280	1239	60280
3453879473889940	3453899735870695	245	349	60284	4831	60284
3453897722924180	3453899962375588	332	350	60337	532	60337
3453858053786027	3453899987973211	71	351	60342	9996	60342
3453646882841201	3453900227061958	0	352	60402	60402	60402
3453855323079481	3453900276965784	31	353	60412	10717	60412
3453879004021441	3453900298590028	238	354	60417	5076	60417
3453897722924180	3453900297938381	332	355	60418	613	60418
3453646882841201	3453900441231563	0	356	60451	60451	60451
3453899341584357	3453900511859890	344	357	60469	280	60469
3453894522765782	3453900684297820	313	358	60509	1468	60509
3453646882841201	3453900885173416	0	359	60558	60558	60558
3453646882841201	3453900889536868	0	360	60559	60559	60559
3453899341584357	3453900936018050	344	361	60570	381	60570
3453897722924180	3453901023593539	332	362	60591	786	60591
3453894522765782	3453901325600092	313	363	60663	1622	60663
3453646882841201	3453901389112893	0	364	60678	60678	60678
3453893725930291	3453901515175246	308	365	60708	1857	60708
3453894522765782	3453901519370587	313	366	60709	1668	60709
3453894522765782	3453901615660700	313	367	60732	1691	60732
3453880073411686	3453901623581064	248	368	60734	5139	60734
3453899689730808	3453901817242635	346	369	60779	506	60779
3453646882841201	3453901913004698	0	370	60803	60803	60803
3453894522765782	3453901984588291	313	371	60820	1779	60820
3453897722924180	3453902164507693	332	372	60862	1057	60862
3453902164507693	3453902525407858	372	373	60949	87	60949
3453901817242635	3453902609693670	369	374	60968	189	60968
3453894522765782	3453902680436206	313	375	60984	1943	60984
3453894522765782	3453902714315785	313	376	60993	1952	60993
3453897722924180	3453902802417104	332	377	61015	1210	61015
3453646882841201	3453902827245053	0	378	61021	61021	61021
3453646882841201	3453902886543473	0	379	61035	61035	61035
3453646882841201	3453902966035075	0	380	61054	61054	61054
3453902802417104	3453903045746285	377	381	61073	58	61073
3453901984588291	3453903268324565	371	382	61126	306	61126
3453902525407858	3453903355757147	373	383	61147	198	61147
3453646882841201	3453903377178362	0	384	61150	61150	61150
3453902802417104	3453903666888083	377	385	61221	206	61221
3453646882841201	3453903674280048	0	386	61223	61223	61223
3453860859862918	3453903742405168	104	387	61238	10223	61238
3453866937210618	3453903876395634	159	388	61270	8806	61270
3453646882841201	3453903901334729	0	389	61276	61276	61276
3453900511859890	3453903988870281	357	390	61297	828	61297
3453903988870281	3453903997259461	390	391	61300	3	61300
3453646882841201	3453904128120285	0	392	61331	61331	61331
3453897722924180	3453904136274627	332	393	61333	1528	61333
3453646882841201	3453904186618660	0	394	61345	61345	61345
3453897722924180	3453904265710223	332	395	61364	1559	61364
3453900889536868	3453904375648659	360	396	61390	831	61390
3453901984588291	3453904417362947	371	397	61400	580	61400
3453646882841201	3453905113439977	0	398	61566	61566	61566
3453646882841201	3453905155481326	0	399	61574	61574	61574
3453646882841201	3453905193240209	0	400	61585	61585	61585
3453879473889940	3453905235444273	245	401	61595	6142	61595
3453880073411686	3453905340076204	248	402	61619	6024	61619
3453892706760674	3453905347900717	299	403	61622	3015	61622
3453877582092214	3453905575015495	227	404	61676	6674	61676
3453893419943543	3453905637946023	306	405	61691	2913	61691
3453904417362947	3453905939748983	397	406	61761	361	61761
3453880073411686	3453905990355865	248	407	61774	6179	61774
3453875015520502	3453906137196241	217	408	61810	7420	61810
3453646882841201	3453906195931669	0	409	61824	61824	61824
3453646882841201	3453906300060573	0	410	61849	61849	61849
3453904417362947	3453906518977776	397	411	61900	500	61900
3453894522765782	3453906640644438	313	412	61930	2889	61930
3453894522765782	3453907097021743	313	413	62039	2998	62039
3453897722924180	3453907177393406	332	414	62057	2252	62057
3453905347900717	3453907357796164	403	415	62099	477	62099
3453646882841201	3453907818480785	0	416	62211	62211	62211
3453882736518454	3453907957072732	263	417	62244	6013	62244
3453853405793080	3453907982358960	1	418	62250	13012	62250
3453894522765782	3453908099514357	313	419	62276	3235	62276
3453897722924180	3453909332879721	332	420	62570	2765	62570
3453646882841201	3453909521785421	0	421	62615	62615	62615
3453903997259461	3453910045515350	391	422	62742	1442	62742
3453892857788264	3453911249733474	301	423	63027	4383	63027
3453646882841201	3453911253713834	0	424	63029	63029	63029
3453900936018050	3453911279435547	361	425	63036	2466	63036
3453905990355865	3453911560524168	407	426	63103	1329	63103
3453910045515350	3453911812244361	422	427	63163	421	63163
3453646882841201	3453911828683301	0	428	63167	63167	63167
3453878085520967	3453911958819741	232	429	63199	8080	63199
3453900889536868	3453912319619913	360	430	63283	2724	63283
3453905990355865	3453912361223179	407	431	63294	1520	63294
3453646882841201	3453912688241962	0	432	63372	63372	63372
3453646882841201	3453912776327059	0	433	63393	63393	63393
3453894522765782	3453912915355053	313	434	63426	4385	63426
3453646882841201	3453913417652091	0	435	63546	63546	63546
3453646882841201	3453913439507906	0	436	63551	63551	63551
3453900889536868	3453913938380720	360	437	63669	3110	63669
3453872134131343	3453914546808025	202	438	63816	10114	63816
3453912776327059	3453914697837717	433	439	63851	458	63851
3453913938380720	3453915057710015	437	440	63936	267	63936
3453912319619913	3453915352040787	430	441	64006	723	64006
3453646882841201	3453915431623621	0	442	64026	64026	64026
3453905990355865	3453915767375082	407	443	64106	2332	64106
3453905990355865	3453916203283960	407	444	64210	2436	64210
3453646882841201	3453916711050983	0	445	64331	64331	64331
3453897722924180	3453917008915323	332	446	64402	4597	64402
3453646882841201	3453917029309439	0	447	64407	64407	64407
3453646882841201	3453917042477658	0	448	64408	64408	64408
3453915767375082	3453917096604565	443	449	64423	317	64423
3453876617446339	3453918132982769	224	450	64670	9898	64670
3453646882841201	3453918250449436	0	451	64698	64698	64698
3453646882841201	3453918384696839	0	452	64730	64730	64730
3453646882841201	3453919244456254	0	453	64935	64935	64935
3453915767375082	3453919340945496	443	454	64956	850	64956
3453860012424650	3453919508312679	96	455	64998	14187	64998
3453646882841201	3453920045476590	0	456	65125	65125	65125
3453646882841201	3453920070462924	0	457	65132	65132	65132
3453892857788264	3453920238268183	301	458	65172	6528	65172
3453646882841201	3453920389294015	0	459	65207	65207	65207
3453646882841201	3453920543865864	0	460	65245	65245	65245
3453914546808025	3453920939053893	438	461	65337	1521	65337
3453646882841201	3453924067886910	0	462	66085	66085	66085
3453646882841201	3453925065832921	0	463	66323	66323	66323
3453646882841201	3453925091250387	0	464	66329	66329	66329
3453911812244361	3453926319433356	427	465	66622	3459	66622
3453646882841201	3453926345088748	0	466	66628	66628	66628
3453646882841201	3453926349545456	0	467	66629	66629	66629
3453646882841201	3453926944992202	0	468	66772	66772	66772
3453905990355865	3453927615953599	407	469	66930	5156	66930
3453646882841201	3453928224534865	0	470	67076	67076	67076
3453911253713834	3453928508963510	424	471	67144	4115	67144
3453646882841201	3453929931080857	0	472	67483	67483	67483
3453646882841201	3453930212112655	0	473	67550	67550	67550
3453646882841201	3453930543033680	0	474	67629	67629	67629
3453646882841201	3453931080618618	0	475	67757	67757	67757
3453646882841201	3453931142847231	0	476	67773	67773	67773
3453646882841201	3453931801565730	0	477	67929	67929	67929
3453931142847231	3453931873238437	476	478	67946	173	67946
3453905990355865	3453931982645635	407	479	67972	6198	67972
3453928508963510	3453932065635990	471	480	67992	848	67992
3453646882841201	3453932107763632	0	481	68002	68002	68002
3453646882841201	3453932170681140	0	482	68018	68018	68018
3453881810121436	3453932179482669	257	483	68018	12009	68018
3453931142847231	3453932753532926	476	484	68156	383	68156
3453646882841201	3453932917566717	0	485	68195	68195	68195
3453646882841201	3453933131518550	0	486	68244	68244	68244
3453894522765782	3453933794447164	313	487	68402	9361	68402
3453915057710015	3453934545017137	440	488	68584	4648	68584
3453646882841201	3453934998201231	0	489	68691	68691	68691
3453931080618618	3453935077798240	475	490	68710	953	68710
3453905990355865	3453935156985670	407	491	68729	6955	68729
3453646882841201	3453935304071820	0	492	68762	68762	68762
3453894522765782	3453935471757327	313	493	68804	9763	68804
3453646882841201	3453935492730048	0	494	68809	68809	68809
3453928508963510	3453936612690606	471	495	69077	1933	69077
3453931873238437	3453936730153746	478	496	69102	1156	69102
3453905575015495	3453937581766601	404	497	69307	7631	69307
3453646882841201	3453939167003729	0	498	69684	69684	69684
3453646882841201	3453940630846386	0	499	70034	70034	70034
3453906518977776	3453940840602224	411	500	70081	8181	70081
3453904417362947	3453941025188611	397	501	70128	8728	70128
3453915767375082	3453941154624533	443	502	70159	6053	70159
3453646882841201	3453941708750406	0	503	70291	70291	70291
3453941708750406	3453942400397452	503	504	70455	164	70455
3453646882841201	3453942598314219	0	505	70503	70503	70503
3453900298590028	3453943059123771	354	506	70611	10194	70611
3453892706760674	3453943084742636	299	507	70618	12011	70618
3453646882841201	3453943491160244	0	508	70716	70716	70716
3453932179482669	3453943914621279	483	509	70818	2800	70818
3453892706760674	3453944732908703	299	510	71012	12405	71012
3453899987973211	3453945236081717	351	511	71131	10789	71131
3453894522765782	3453945839641687	313	512	71276	12235	71276
3453936612690606	3453946334594722	495	513	71392	2315	71392
3453896876015715	3453946380734462	327	514	71402	11802	71402
3453915767375082	3453948633615118	443	515	71940	7834	71940
3453926319433356	3453948709414749	465	516	71958	5336	71958
3453646882841201	3453953096583145	0	517	73006	73006	73006
3453895244333119	3453953641964692	317	518	73136	13923	73136
3453912915355053	3453953746845789	434	519	73159	9733	73159
3453646882841201	3453955592228998	0	520	73601	73601	73601
