index	node_id	parent_id	is_root	depth	created_at	relative_root_seconds
83	3453858888169635	3453646882841201	false	1	2012-06-06T09:53:11+08:00	50545
84	3453858913541687	3453646882841201	false	1	2012-06-06T09:53:17+08:00	50551
85	3453859173645059	3453646882841201	false	1	2012-06-06T09:54:19+08:00	50613
86	3453859202089082	3453646882841201	false	1	2012-06-06T09:54:26+08:00	50620
87	3453859274124684	3453646882841201	false	1	2012-06-06T09:54:44+08:00	50638
88	3453859299500404	3453646882841201	false	1	2012-06-06T09:54:49+08:00	50643
89	3453859306952083	3453646882841201	false	1	2012-06-06T09:54:51+08:00	50645
90	3453859353832291	3453646882841201	false	1	2012-06-06T09:55:02+08:00	50656
91	3453859521377326	3453646882841201	false	1	2012-06-06T09:55:42+08:00	50696
92	3453859525066798	3453856341690496	false	14	2012-06-06T09:55:44+08:00	50698
93	3453859677069686	3453859525066798	false	15	2012-06-06T09:56:19+08:00	50733
94	3453859936129701	3453853821638122	false	2	2012-06-06T09:57:21+08:00	50795
95	3453859995431337	3453646882841201	false	1	2012-06-06T09:57:33+08:00	50807
96	3453860012424650	3453853921860310	false	2	2012-06-06T09:57:37+08:00	50811
97	3453860066749791	3453859936129701	false	3	2012-06-06T09:57:52+08:00	50826
98	3453860108104884	3453646882841201	false	1	2012-06-06T09:58:02+08:00	50836
99	3453860180234023	3453854248627976	false	6	2012-06-06T09:58:19+08:00	50853
100	3453860272313142	3453646882841201	false	1	2012-06-06T09:58:39+08:00	50873
101	3453860314481099	3453858242114234	false	9	2012-06-06T09:58:51+08:00	50885
102	3453860733522057	3453856840837819	false	2	2012-06-06T10:00:31+08:00	50985
103	3453860734005031	3453646882841201	false	1	2012-06-06T10:00:31+08:00	50985
104	3453860859862918	3453860272313142	false	2	2012-06-06T10:01:01+08:00	51015
105	3453860926725834	3453860108104884	false	2	2012-06-06T10:01:17+08:00	51031
106	3453860951673252	3453857646851449	false	20	2012-06-06T10:01:23+08:00	51037
107	3453860976371194	3453646882841201	false	1	2012-06-06T10:01:29+08:00	51043
108	3453861136487828	3453860951673252	false	21	2012-06-06T10:02:07+08:00	51081
109	3453861341294844	3453646882841201	false	1	2012-06-06T10:02:56+08:00	51130
110	3453861522220907	3453855339200976	false	2	2012-06-06T10:03:39+08:00	51173
111	3453861870422818	3453861136487828	false	22	2012-06-06T10:05:02+08:00	51256
112	3453861945306596	3453855603891691	false	2	2012-06-06T10:05:18+08:00	51272
113	3453861954064950	3453646882841201	false	1	2012-06-06T10:05:20+08:00	51274
114	3453862243118155	3453646882841201	false	1	2012-06-06T10:06:31+08:00	51345
115	3453862273138467	3453646882841201	false	1	2012-06-06T10:06:38+08:00	51352
116	3453862364905929	3453861870422818	false	23	2012-06-06T10:07:00+08:00	51374
117	3453862415777484	3453859936129701	false	3	2012-06-06T10:07:12+08:00	51386
118	3453862638125245	3453853498462028	false	2	2012-06-06T10:08:05+08:00	51439
119	3453862666911935	3453646882841201	false	1	2012-06-06T10:08:13+08:00	51447
120	3453862688468761	3453858242114234	false	9	2012-06-06T10:08:17+08:00	51451
121	3453862788910289	3453646882841201	false	1	2012-06-06T10:08:42+08:00	51476
122	3453862801495228	3453646882841201	false	1	2012-06-06T10:08:44+08:00	51478
123	3453862923156092	3453861136487828	false	22	2012-06-06T10:09:11+08:00	51505
124	3453863485303666	3453646882841201	false	1	2012-06-06T10:11:26+08:00	51640
125	3453863632136743	3453858242114234	false	9	2012-06-06T10:12:01+08:00	51675
126	3453863640273436	3453860926725834	false	3	2012-06-06T10:12:04+08:00	51678
127	3453864081027529	3453646882841201	false	1	2012-06-06T10:13:49+08:00	51783
128	3453864168141523	3453646882841201	false	1	2012-06-06T10:14:10+08:00	51804
129	3453864277941909	3453646882841201	false	1	2012-06-06T10:14:35+08:00	51829
130	3453864336674492	3453860976371194	false	2	2012-06-06T10:14:50+08:00	51844
131	3453864546437885	3453646882841201	false	1	2012-06-06T10:15:39+08:00	51893
132	3453864621952159	3453646882841201	false	1	2012-06-06T10:15:58+08:00	51912
133	3453864638466738	3453863632136743	false	10	2012-06-06T10:16:02+08:00	51916
134	3453864717623975	3453646882841201	false	1	2012-06-06T10:16:22+08:00	51936
135	3453864890179327	3453864638466738	false	11	2012-06-06T10:17:02+08:00	51976
136	3453864903034390	3453646882841201	false	1	2012-06-06T10:17:04+08:00	51978
137	3453864982474523	3453646882841201	false	1	2012-06-06T10:17:23+08:00	51997
138	3453865020501645	3453646882841201	false	1	2012-06-06T10:17:32+08:00	52006
139	3453865229766222	3453646882841201	false	1	2012-06-06T10:18:23+08:00	52057
140	3453865317851312	3453860926725834	false	3	2012-06-06T10:18:44+08:00	52078
141	3453865372380112	3453646882841201	false	1	2012-06-06T10:18:57+08:00	52091
142	3453865498215917	3453865498762898	false	3	2012-06-06T10:19:27+08:00	52121
143	3453865498762898	3453858653439071	false	2	2012-06-06T10:19:27+08:00	52121
144	3453865553023910	3453646882841201	false	1	2012-06-06T10:19:39+08:00	52133
145	3453865565609690	3453646882841201	false	1	2012-06-06T10:19:43+08:00	52137
146	3453865645056463	3453858242114234	false	9	2012-06-06T10:20:02+08:00	52156
147	3453865661802529	3453857088709716	false	2	2012-06-06T10:20:05+08:00	52159
148	3453865762522275	3453865317851312	false	4	2012-06-06T10:20:29+08:00	52183
149	3453865804416212	3453861136487828	false	22	2012-06-06T10:20:40+08:00	52194
150	3453865930251665	3453865804416212	false	23	2012-06-06T10:21:10+08:00	52224
151	3453866010039013	3453646882841201	false	1	2012-06-06T10:21:29+08:00	52243
152	3453866123594154	3453646882841201	false	1	2012-06-06T10:21:55+08:00	52269
153	3453866295312533	3453864890179327	false	12	2012-06-06T10:22:37+08:00	52311
154	3453866374608519	3453866295312533	false	13	2012-06-06T10:22:56+08:00	52330
155	3453866517658166	3453646882841201	false	1	2012-06-06T10:23:30+08:00	52364
156	3453866639318511	3453646882841201	false	1	2012-06-06T10:23:58+08:00	52392
157	3453866643804714	3453865930251665	false	24	2012-06-06T10:24:00+08:00	52394
158	3453866781986616	3453866643804714	false	25	2012-06-06T10:24:32+08:00	52426
159	3453866937210618	3453646882841201	false	1	2012-06-06T10:25:10+08:00	52464
160	3453866974672809	3453646882841201	false	1	2012-06-06T10:25:19+08:00	52473
161	3453866995648987	3453865229766222	false	2	2012-06-06T10:25:25+08:00	52479
162	3453867142479687	3453646882841201	false	1	2012-06-06T10:25:58+08:00	52512
163	3453867326765089	3453646882841201	false	1	2012-06-06T10:26:43+08:00	52557
164	3453867377099383	3453646882841201	false	1	2012-06-06T10:26:54+08:00	52568
165	3453867452451314	3453864717623975	false	2	2012-06-06T10:27:13+08:00	52587
166	3453867633623197	3453646882841201	false	1	2012-06-06T10:27:56+08:00	52630
167	3453867658794959	3453863640273436	false	4	2012-06-06T10:28:02+08:00	52636
168	3453867817374741	3453866781986616	false	26	2012-06-06T10:28:39+08:00	52673
169	3453867889228856	3453646882841201	false	1	2012-06-06T10:28:57+08:00	52691
170	3453867897619585	3453867658794959	false	5	2012-06-06T10:28:59+08:00	52693
171	3453867918640930	3453646882841201	false	1	2012-06-06T10:29:03+08:00	52697
172	3453868195530278	3453646882841201	false	1	2012-06-06T10:30:10+08:00	52764
173	3453868266339010	3453646882841201	false	1	2012-06-06T10:30:27+08:00	52781
174	3453868274929738	3453861136487828	false	22	2012-06-06T10:30:29+08:00	52783
175	3453868329106986	3453868274929738	false	23	2012-06-06T10:30:42+08:00	52796
176	3453868337859133	3453868329106986	false	24	2012-06-06T10:30:44+08:00	52798
177	3453868379441147	3453646882841201	false	1	2012-06-06T10:30:54+08:00	52808
178	3453868451444143	3453646882841201	false	1	2012-06-06T10:31:09+08:00	52823
179	3453868829019754	3453646882841201	false	1	2012-06-06T10:32:41+08:00	52915
180	3453868849995359	3453646882841201	false	1	2012-06-06T10:32:45+08:00	52919
181	3453869050715614	3453646882841201	false	1	2012-06-06T10:33:34+08:00	52968
182	3453869118171763	3453868337859133	false	25	2012-06-06T10:33:51+08:00	52985
183	3453869151733526	3453868195530278	false	2	2012-06-06T10:33:58+08:00	52992
184	3453869319604902	3453646882841201	false	1	2012-06-06T10:34:36+08:00	53030
185	3453869335530749	3453646882841201	false	1	2012-06-06T10:34:42+08:00	53036
186	3453869487417794	3453869118171763	false	26	2012-06-06T10:35:17+08:00	53071
187	3453869604558072	3453646882841201	false	1	2012-06-06T10:35:45+08:00	53099
188	3453869982464982	3453862638125245	false	3	2012-06-06T10:37:16+08:00	53190
189	3453870087012689	3453646882841201	false	1	2012-06-06T10:37:41+08:00	53215
190	3453870720233052	3453864982474523	false	2	2012-06-06T10:40:11+08:00	53365
191	3453871009560839	3453864890179327	false	12	2012-06-06T10:41:21+08:00	53435
192	3453871123323706	3453646882841201	false	1	2012-06-06T10:41:47+08:00	53461
193	3453871169122986	3453646882841201	false	1	2012-06-06T10:41:59+08:00	53473
194	3453871206967709	3453646882841201	false	1	2012-06-06T10:42:07+08:00	53481
195	3453871391000753	3453646882841201	false	1	2012-06-06T10:42:52+08:00	53526
196	3453871416016132	3453646882841201	false	1	2012-06-06T10:42:59+08:00	53533
197	3453871504742819	3453646882841201	false	1	2012-06-06T10:43:18+08:00	53552
198	3453871538396758	3453864890179327	false	12	2012-06-06T10:43:26+08:00	53560
199	3453871748161797	3453869487417794	false	27	2012-06-06T10:44:17+08:00	53611
200	3453871780939654	3453868274929738	false	23	2012-06-06T10:44:25+08:00	53619
201	3453872091486758	3453861945306596	false	3	2012-06-06T10:45:39+08:00	53693
202	3453872134131343	3453871206967709	false	2	2012-06-06T10:45:48+08:00	53702
203	3453872226064104	3453865553023910	false	2	2012-06-06T10:46:09+08:00	53723
204	3453872255533225	3453866974672809	false	2	2012-06-06T10:46:18+08:00	53732
205	3453872477885816	3453646882841201	false	1	2012-06-06T10:47:11+08:00	53785
206	3453873010687634	3453871206967709	false	2	2012-06-06T10:49:16+08:00	53910
207	3453873140118566	3453857143246836	false	2	2012-06-06T10:49:49+08:00	53943
208	3453873278385311	3453864890179327	false	12	2012-06-06T10:50:22+08:00	53976
209	3453873425346491	3453871780939654	false	24	2012-06-06T10:50:57+08:00	54011
210	3453873429955874	3453646882841201	false	1	2012-06-06T10:50:58+08:00	54012
211	3453874163741208	3453870720233052	false	3	2012-06-06T10:53:51+08:00	54185
212	3453874159546321	3453858061984019	false	2	2012-06-06T10:53:52+08:00	54186
213	3453874189304606	3453646882841201	false	1	2012-06-06T10:53:58+08:00	54192
214	3453874537253117	3453873425346491	false	25	2012-06-06T10:55:21+08:00	54275
215	3453874746882640	3453873140118566	false	3	2012-06-06T10:56:12+08:00	54326
216	3453874839316476	3453874537253117	false	26	2012-06-06T10:56:34+08:00	54348
217	3453875015520502	3453862688468761	false	10	2012-06-06T10:57:16+08:00	54390
218	3453875040692570	3453646882841201	false	1	2012-06-06T10:57:22+08:00	54396
219	3453875162356897	3453874537253117	false	26	2012-06-06T10:57:50+08:00	54424
220	3453875174942372	3453874189304606	false	2	2012-06-06T10:57:54+08:00	54428
221	3453875383774452	3453874746882640	false	4	2012-06-06T10:58:44+08:00	54478
222	3453875769670529	3453864890179327	false	12	2012-06-06T11:00:16+08:00	54570
223	3453876378316018	3453646882841201	false	1	2012-06-06T11:02:41+08:00	54715
224	3453876617446339	3453858913541687	false	2	2012-06-06T11:03:38+08:00	54772
225	3453876818985691	3453646882841201	false	1	2012-06-06T11:04:27+08:00	54821
226	3453877384916399	3453853985096615	false	2	2012-06-06T11:06:41+08:00	54955
227	3453877582092214	3453646882841201	false	1	2012-06-06T11:07:28+08:00	55002
228	3453877607263699	3453875162356897	false	27	2012-06-06T11:07:34+08:00	55008
229	3453877615654287	3453877607263699	false	28	2012-06-06T11:07:35+08:00	55009
230	3453877762069120	3453646882841201	false	1	2012-06-06T11:08:12+08:00	55046
231	3453877804440051	3453646882841201	false	1	2012-06-06T11:08:20+08:00	55054
232	3453878085520967	3453860951673252	false	21	2012-06-06T11:09:25+08:00	55119
233	3453878169425789	3453859274124684	false	2	2012-06-06T11:09:46+08:00	55140
234	3453878454892705	3453859202089082	false	2	2012-06-06T11:10:56+08:00	55210
235	3453878597081940	3453865661802529	false	3	2012-06-06T11:11:30+08:00	55244
236	3453878727590037	3453646882841201	false	1	2012-06-06T11:12:01+08:00	55275
237	3453878772950491	3453864890179327	false	12	2012-06-06T11:12:11+08:00	55285
238	3453879004021441	3453875383774452	false	5	2012-06-06T11:13:07+08:00	55341
239	3453879180421509	3453646882841201	false	1	2012-06-06T11:13:49+08:00	55383
240	3453879268522914	3453646882841201	false	1	2012-06-06T11:14:10+08:00	55404
241	3453879314671269	3453646882841201	false	1	2012-06-06T11:14:21+08:00	55415
242	3453879331251438	3453646882841201	false	1	2012-06-06T11:14:24+08:00	55418
243	3453879465701730	3453646882841201	false	1	2012-06-06T11:14:55+08:00	55449
244	3453879469399047	3453646882841201	false	1	2012-06-06T11:14:58+08:00	55452
245	3453879473889940	3453878772950491	false	13	2012-06-06T11:14:59+08:00	55453
246	3453879578975939	3453858703781773	false	2	2012-06-06T11:15:24+08:00	55478
247	3453880027401681	3453879473889940	false	14	2012-06-06T11:17:09+08:00	55583
248	3453880073411686	3453646882841201	false	1	2012-06-06T11:17:21+08:00	55595
249	3453880673690785	3453864890179327	false	12	2012-06-06T11:19:43+08:00	55737
250	3453880736399864	3453646882841201	false	1	2012-06-06T11:20:00+08:00	55754
251	3453880820043553	3453873140118566	false	3	2012-06-06T11:20:20+08:00	55774
252	3453881067252529	3453875040692570	false	2	2012-06-06T11:21:19+08:00	55833
253	3453881256348342	3453880073411686	false	2	2012-06-06T11:22:04+08:00	55878
254	3453881419962878	3453860926725834	false	3	2012-06-06T11:22:42+08:00	55916
255	3453881591967704	3453862243118155	false	2	2012-06-06T11:23:24+08:00	55958
256	3453881734606265	3453646882841201	false	1	2012-06-06T11:23:56+08:00	55990
257	3453881810121436	3453871206967709	false	2	2012-06-06T11:24:15+08:00	56009
258	3453881814316776	3453646882841201	false	1	2012-06-06T11:24:17+08:00	56011
259	3453882116357809	3453880073411686	false	2	2012-06-06T11:25:29+08:00	56083
260	3453882153476998	3453877804440051	false	2	2012-06-06T11:25:37+08:00	56091
261	3453882166461165	3453646882841201	false	1	2012-06-06T11:25:41+08:00	56095
262	3453882582046252	3453646882841201	false	1	2012-06-06T11:27:20+08:00	56194
263	3453882736518454	3453646882841201	false	1	2012-06-06T11:27:57+08:00	56231
264	3453883156293672	3453881067252529	false	3	2012-06-06T11:29:36+08:00	56330
265	3453883181464942	3453878169425789	false	3	2012-06-06T11:29:43+08:00	56337
266	3453883277957333	3453646882841201	false	1	2012-06-06T11:30:06+08:00	56360
267	3453883282408862	3453646882841201	false	1	2012-06-06T11:30:06+08:00	56360
268	3453883466746346	3453646882841201	false	1	2012-06-06T11:30:51+08:00	56405
269	3453883580280531	3453646882841201	false	1	2012-06-06T11:31:18+08:00	56432
270	3453883714531125	3453646882841201	false	1	2012-06-06T11:31:50+08:00	56464
271	3453883852711870	3453879473889940	false	14	2012-06-06T11:32:21+08:00	56495
272	3453883856907641	3453646882841201	false	1	2012-06-06T11:32:22+08:00	56496
273	3453884078508213	3453883580280531	false	2	2012-06-06T11:33:16+08:00	56550
274	3453884901059469	3453864890179327	false	12	2012-06-06T11:36:33+08:00	56747
275	3453885031601477	3453646882841201	false	1	2012-06-06T11:37:04+08:00	56778
276	3453885048383400	3453646882841201	false	1	2012-06-06T11:37:08+08:00	56782
277	3453885437999368	3453646882841201	false	1	2012-06-06T11:38:41+08:00	56875
278	3453885547076109	3453880073411686	false	2	2012-06-06T11:39:05+08:00	56899
279	3453885651456745	3453646882841201	false	1	2012-06-06T11:39:31+08:00	56925
280	3453885928844921	3453646882841201	false	1	2012-06-06T11:40:38+08:00	56992
281	3453886066876073	3453646882841201	false	1	2012-06-06T11:41:11+08:00	57025
282	3453886146410899	3453879004021441	false	6	2012-06-06T11:41:31+08:00	57045
283	3453886583340405	3453646882841201	false	1	2012-06-06T11:43:14+08:00	57148
284	3453886742194537	3453879473889940	false	14	2012-06-06T11:43:52+08:00	57186
285	3453887740491807	3453646882841201	false	1	2012-06-06T11:47:50+08:00	57424
286	3453888311216354	3453886146410899	false	7	2012-06-06T11:50:04+08:00	57558
287	3453888416418098	3453646882841201	false	1	2012-06-06T11:50:31+08:00	57585
288	3453888802060094	3453646882841201	false	1	2012-06-06T11:52:03+08:00	57677
289	3453889045122017	3453879473889940	false	14	2012-06-06T11:53:01+08:00	57735
290	3453889099989079	3453646882841201	false	1	2012-06-06T11:53:14+08:00	57748
291	3453889187759418	3453888802060094	false	2	2012-06-06T11:53:35+08:00	57769
292	3453890341532696	3453883466746346	false	2	2012-06-06T11:58:10+08:00	58044
293	3453890391531187	3453883852711870	false	15	2012-06-06T11:58:22+08:00	58056
294	3453890684620520	3453646882841201	false	1	2012-06-06T11:59:31+08:00	58125
295	3453891159350491	3453646882841201	false	1	2012-06-06T12:01:25+08:00	58239
296	3453892216185648	3453646882841201	false	1	2012-06-06T12:05:37+08:00	58491
297	3453892551906187	3453890684620520	false	2	2012-06-06T12:06:57+08:00	58571
298	3453892564124534	3453646882841201	false	1	2012-06-06T12:07:00+08:00	58574
299	3453892706760674	3453646882841201	false	1	2012-06-06T12:07:33+08:00	58607
300	3453892715521291	3453890684620520	false	2	2012-06-06T12:07:36+08:00	58610
301	3453892857788264	3453646882841201	false	1	2012-06-06T12:08:10+08:00	58644
302	3453893210296083	3453887740491807	false	2	2012-06-06T12:09:33+08:00	58727
303	3453893231271736	3453891159350491	false	2	2012-06-06T12:09:38+08:00	58732
304	3453893302477709	3453875040692570	false	2	2012-06-06T12:09:56+08:00	58750
305	3453893365080041	3453646882841201	false	1	2012-06-06T12:10:11+08:00	58765
306	3453893419943543	3453646882841201	false	1	2012-06-06T12:10:24+08:00	58778
307	3453893600336398	3453646882841201	false	1	2012-06-06T12:11:07+08:00	58821
308	3453893725930291	3453879268522914	false	2	2012-06-06T12:11:37+08:00	58851
309	3453893860176796	3453883580280531	false	2	2012-06-06T12:12:07+08:00	58881
310	3453894137060593	3453880073411686	false	2	2012-06-06T12:13:15+08:00	58949
311	3453894455895544	3453646882841201	false	1	2012-06-06T12:14:31+08:00	59025
312	3453894492976614	3453646882841201	false	1	2012-06-06T12:14:38+08:00	59032
313	3453894522765782	3453888311216354	false	8	2012-06-06T12:14:47+08:00	59041
314	3453894555894260	3453880073411686	false	2	2012-06-06T12:14:55+08:00	59049
315	3453895051353318	3453646882841201	false	1	2012-06-06T12:16:51+08:00	59165
316	3453895206471624	3453894522765782	false	9	2012-06-06T12:17:30+08:00	59204
317	3453895244333119	3453893860176796	false	3	2012-06-06T12:17:39+08:00	59213
318	3453895445559097	3453894522765782	false	9	2012-06-06T12:18:27+08:00	59261
319	3453895554915525	3453894522765782	false	9	2012-06-06T12:18:53+08:00	59287
320	3453895806287585	3453894522765782	false	9	2012-06-06T12:19:53+08:00	59347
321	3453895810688091	3453879473889940	false	14	2012-06-06T12:19:53+08:00	59347
322	3453895814883406	3453879473889940	false	14	2012-06-06T12:19:55+08:00	59349
323	3453895898788157	3453646882841201	false	1	2012-06-06T12:20:13+08:00	59367
324	3453896410344425	3453646882841201	false	1	2012-06-06T12:22:15+08:00	59489
325	3453896469077378	3453646882841201	false	1	2012-06-06T12:22:31+08:00	59505
326	3453896602818228	3453646882841201	false	1	2012-06-06T12:23:03+08:00	59537
327	3453896876015715	3453646882841201	false	1	2012-06-06T12:24:06+08:00	59600
328	3453896909728901	3453875162356897	false	27	2012-06-06T12:24:15+08:00	59609
329	3453897295696831	3453895814883406	false	15	2012-06-06T12:25:48+08:00	59702
330	3453897408166952	3453894522765782	false	9	2012-06-06T12:26:13+08:00	59727
331	3453897681404217	3453894522765782	false	9	2012-06-06T12:27:19+08:00	59793
332	3453897722924180	3453894522765782	false	9	2012-06-06T12:27:31+08:00	59805
333	3453897786126200	3453646882841201	false	1	2012-06-06T12:27:44+08:00	59818
334	3453897907950961	3453646882841201	false	1	2012-06-06T12:28:12+08:00	59846
335	3453898243412598	3453646882841201	false	1	2012-06-06T12:29:34+08:00	59928
336	3453898260358688	3453646882841201	false	1	2012-06-06T12:29:38+08:00	59932
337	3453898486478442	3453894522765782	false	9	2012-06-06T12:30:33+08:00	59987
338	3453898726043029	3453856518609246	false	3	2012-06-06T12:31:29+08:00	60043
339	3453898885204274	3453897722924180	false	10	2012-06-06T12:32:06+08:00	60080
340	3453898889399597	3453893860176796	false	3	2012-06-06T12:32:06+08:00	60080
341	3453899048396895	3453897722924180	false	10	2012-06-06T12:32:45+08:00	60119
342	3453899102925879	3453646882841201	false	1	2012-06-06T12:32:58+08:00	60132
343	3453899149337054	3453897722924180	false	10	2012-06-06T12:33:08+08:00	60142
344	3453899341584357	3453894522765782	false	9	2012-06-06T12:33:55+08:00	60189
345	3453899459967530	3453646882841201	false	1	2012-06-06T12:34:24+08:00	60218
346	3453899689730808	3453894522765782	false	9	2012-06-06T12:35:19+08:00	60273
347	3453899702744636	3453894522765782	false	9	2012-06-06T12:35:22+08:00	60276
