index	task_id	root_id	label_value	total_nodes	root_created_at	window_name	requested_total_points
33	3531095800442217|window_500	3531095800442217	rumor	1000	2013-01-05 13:05:06+08	window_500	500
34	3533613180118331|window_500	3533613180118331	rumor	1000	2013-01-12 11:48:16+08	window_500	500
35	3545568494205770|window_500	3545568494205770	rumor	1000	2013-02-14 11:34:25+08	window_500	500
36	3556259086805180|window_500	3556259086805180	rumor	1000	2013-03-15 23:35:01+08	window_500	500
37	3569089802496496|window_500	3569089802496496	rumor	1000	2013-04-20 09:19:41+08	window_500	500
38	3578285952739133|window_500	3578285952739133	rumor	1000	2013-05-15 18:21:55+08	window_500	500
39	3578943737262269|window_500	3578943737262269	rumor	1000	2013-05-17 13:55:41+08	window_500	500
40	3579991172564425|window_500	3579991172564425	rumor	1000	2013-05-20 11:17:50+08	window_500	500
41	3581099915891922|window_500	3581099915891922	rumor	1000	2013-05-23 12:43:36+08	window_500	500
42	3589033244483137|window_500	3589033244483137	rumor	1000	2013-06-14 10:07:49+08	window_500	500
43	3589746401954402|window_500	3589746401954402	rumor	1000	2013-06-16 09:21:39+08	window_500	500
44	3590501757933430|window_500	3590501757933430	rumor	1000	2013-06-18 11:23:09+08	window_500	500
45	3591041573416032|window_500	3591041573416032	rumor	1000	2013-06-19 23:08:12+08	window_500	500
46	3600314818916458|window_500	3600314818916458	rumor	1000	2013-07-15 13:16:45+08	window_500	500
47	3600427322813770|window_500	3600427322813770	rumor	1000	2013-07-15 20:43:49+08	window_500	500
48	3600619987870589|window_500	3600619987870589	rumor	1000	2013-07-16 09:29:23+08	window_500	500
49	3600819456685384|window_500	3600819456685384	rumor	1000	2013-07-16 22:42:01+08	window_500	500
50	3601471004353060|window_500	3601471004353060	rumor	1000	2013-07-18 17:51:00+08	window_500	500
51	3602859067013597|window_500	3602859067013597	rumor	1000	2013-07-22 13:46:42+08	window_500	500
52	3602987870342664|window_500	3602987870342664	rumor	1000	2013-07-22 22:18:32+08	window_500	500
53	3603595070896498|window_500	3603595070896498	rumor	1000	2013-07-24 14:31:18+08	window_500	500
54	3604430232223096|window_500	3604430232223096	rumor	1000	2013-07-26 21:50:00+08	window_500	500
55	3605007607659996|window_500	3605007607659996	rumor	1000	2013-07-28 12:04:13+08	window_500	500
56	3607837525670588|window_500	3607837525670588	rumor	1000	2013-08-05 07:29:19+08	window_500	500
57	3608201914099490|window_500	3608201914099490	rumor	1000	2013-08-06 07:37:16+08	window_500	500
58	3608356143065421|window_500	3608356143065421	rumor	1000	2013-08-06 17:50:07+08	window_500	500
59	3609963462799736|window_500	3609963462799736	rumor	1000	2013-08-11 04:17:01+08	window_500	500
60	3612293323705953|window_500	3612293323705953	rumor	1000	2013-08-17 14:35:03+08	window_500	500
61	3631473602937496|window_500	3631473602937496	rumor	1000	2013-10-09 12:50:39+08	window_500	500
62	3637228884723056|window_500	3637228884723056	rumor	1000	2013-10-25 10:00:05+08	window_500	500
63	3640534125561830|window_500	3640534125561830	rumor	1000	2013-11-03 12:53:56+08	window_500	500
64	3644236978724465|window_500	3644236978724465	rumor	1000	2013-11-13 18:07:44+08	window_500	500
65	3676871982475683|window_500	3676871982475683	rumor	1000	2014-02-11 19:27:36+08	window_500	500
66	3697068939625998|window_500	3697068939625998	rumor	1000	2014-04-08 13:03:06+08	window_500	500
67	3706578781468746|window_500	3706578781468746	rumor	1000	2014-05-04 18:51:49+08	window_500	500
68	3713749603114167|window_500	3713749603114167	rumor	1000	2014-05-24 13:46:06+08	window_500	500
69	3718781308519836|window_500	3718781308519836	rumor	1000	2014-06-07 11:00:18+08	window_500	500
70	3727785547403556|window_500	3727785547403556	rumor	1000	2014-07-02 07:19:55+08	window_500	500
71	3728332551849381|window_500	3728332551849381	rumor	1000	2014-07-03 19:33:32+08	window_500	500
72	3746789566140843|window_500	3746789566140843	rumor	1000	2014-08-23 17:55:07+08	window_500	500
73	3751952829283023|window_500	3751952829283023	rumor	1000	2014-09-06 23:52:05+08	window_500	500
74	3767457527022775|window_500	3767457527022775	rumor	1000	2014-10-19 18:42:13+08	window_500	500
75	3798219567530143|window_500	3798219567530143	rumor	1000	2015-01-12 15:59:35+08	window_500	500
76	3833115623893141|window_500	3833115623893141	rumor	1000	2015-04-18 23:04:03+08	window_500	500
77	3856620935493464|window_500	3856620935493464	rumor	1000	2015-06-22 19:45:46+08	window_500	500
78	3871482700567816|window_500	3871482700567816	rumor	1000	2015-08-02 20:01:07+08	window_500	500
79	3477395653052393|window_500	3477395653052393	rumor	999	2012-08-10 08:39:53+08	window_500	500
80	3513350363696034|window_500	3513350363696034	rumor	999	2012-11-17 13:51:04+08	window_500	500
81	3542723967098058|window_500	3542723967098058	rumor	999	2013-02-06 15:11:15+08	window_500	500
82	3571008193214580|window_500	3571008193214580	rumor	999	2013-04-25 16:22:41+08	window_500	500
83	3601522258604324|window_500	3601522258604324	rumor	999	2013-07-18 21:14:41+08	window_500	500
84	3671001906510580|window_500	3671001906510580	rumor	999	2014-01-26 14:42:01+08	window_500	500
85	3719120539024667|window_500	3719120539024667	rumor	999	2014-06-08 09:28:17+08	window_500	500
86	3491022178861871|window_500	3491022178861871	rumor	998	2012-09-16 23:06:51+08	window_500	500
87	3523166905046601|window_500	3523166905046601	rumor	998	2012-12-14 15:58:30+08	window_500	500
88	3816808547127588|window_500	3816808547127588	rumor	998	2015-03-04 23:05:33+08	window_500	500
89	3453724347000346|window_500	3453724347000346	rumor	997	2012-06-06 00:58:34+08	window_500	500
90	3475731117821179|window_500	3475731117821179	rumor	997	2012-08-05 18:25:38+08	window_500	500
91	3478614278383900|window_500	3478614278383900	rumor	997	2012-08-13 17:22:16+08	window_500	500
92	3647869644610693|window_500	3647869644610693	rumor	997	2013-11-23 18:42:40+08	window_500	500
93	3474944569045473|window_500	3474944569045473	rumor	995	2012-08-03 14:20:09+08	window_500	500
94	3521597266900397|window_500	3521597266900397	rumor	994	2012-12-10 08:01:19+08	window_500	500
95	3567705989056922|window_500	3567705989056922	rumor	994	2013-04-16 13:40:55+08	window_500	500
96	3567801539097700|window_500	3567801539097700	rumor	993	2013-04-16 20:00:35+08	window_500	500
97	3461472963536204|window_500	3461472963536204	rumor	991	2012-06-27 10:08:48+08	window_500	500
98	3601549630396186|window_500	3601549630396186	rumor	991	2013-07-18 23:03:29+08	window_500	500
99	3478258433847667|window_500	3478258433847667	rumor	990	2012-08-12 17:48:14+08	window_500	500
100	3512941028164269|window_500	3512941028164269	rumor	990	2012-11-16 10:44:30+08	window_500	500
101	3773641642622642|window_500	3773641642622642	non_rumor	1000	2014-11-05 20:15:41+08	window_500	500
102	3777481372829776|window_500	3777481372829776	non_rumor	1000	2014-11-16 10:33:24+08	window_500	500
103	3791017318753751|window_500	3791017318753751	non_rumor	1000	2014-12-23 19:00:25+08	window_500	500
104	3824571763243946|window_500	3824571763243946	non_rumor	1000	2015-03-26 09:13:48+08	window_500	500
105	3828020387246763|window_500	3828020387246763	non_rumor	1000	2015-04-04 21:37:24+08	window_500	500
106	3829766131770786|window_500	3829766131770786	non_rumor	1000	2015-04-09 17:14:22+08	window_500	500
107	3842868551042256|window_500	3842868551042256	non_rumor	1000	2015-05-15 20:58:41+08	window_500	500
108	3849220744003441|window_500	3849220744003441	non_rumor	1000	2015-06-02 09:40:03+08	window_500	500
109	3852555539148875|window_500	3852555539148875	non_rumor	1000	2015-06-11 14:31:20+08	window_500	500
110	3869494512972067|window_500	3869494512972067	non_rumor	1000	2015-07-28 08:20:46+08	window_500	500
111	3869571414619146|window_500	3869571414619146	non_rumor	1000	2015-07-28 13:26:21+08	window_500	500
112	3874937393282932|window_500	3874937393282932	non_rumor	1000	2015-08-12 08:48:50+08	window_500	500
113	3875192939822645|window_500	3875192939822645	non_rumor	1000	2015-08-13 01:44:16+08	window_500	500
114	3878322755333836|window_500	3878322755333836	non_rumor	1000	2015-08-21 17:01:03+08	window_500	500
115	3878382909796877|window_500	3878382909796877	non_rumor	1000	2015-08-21 21:00:05+08	window_500	500
116	3878733280422501|window_500	3878733280422501	non_rumor	1000	2015-08-22 20:12:20+08	window_500	500
117	3878898070650018|window_500	3878898070650018	non_rumor	1000	2015-08-23 07:07:08+08	window_500	500
118	3879606463394693|window_500	3879606463394693	non_rumor	1000	2015-08-25 06:02:03+08	window_500	500
119	3879983740905617|window_500	3879983740905617	non_rumor	1000	2015-08-26 07:01:13+08	window_500	500
120	3880164737740673|window_500	3880164737740673	non_rumor	1000	2015-08-26 19:00:26+08	window_500	500
121	3880859729690378|window_500	3880859729690378	non_rumor	1000	2015-08-28 17:02:05+08	window_500	500
122	3881070862960495|window_500	3881070862960495	non_rumor	1000	2015-08-29 07:01:03+08	window_500	500
123	3881242560451402|window_500	3881242560451402	non_rumor	1000	2015-08-29 18:23:18+08	window_500	500
124	3881433250183616|window_500	3881433250183616	non_rumor	1000	2015-08-30 07:01:03+08	window_500	500
125	3881795638873396|window_500	3881795638873396	non_rumor	1000	2015-08-31 07:01:03+08	window_500	500
126	3882250468458441|window_500	3882250468458441	non_rumor	1000	2015-09-01 13:08:23+08	window_500	500
127	3882868616548469|window_500	3882868616548469	non_rumor	1000	2015-09-03 06:04:41+08	window_500	500
128	3882897901692270|window_500	3882897901692270	non_rumor	1000	2015-09-03 08:01:03+08	window_500	500
129	3883233576332219|window_500	3883233576332219	non_rumor	1000	2015-09-04 06:14:54+08	window_500	500
130	3883415373437049|window_500	3883415373437049	non_rumor	1000	2015-09-04 18:17:18+08	window_500	500
131	3883426383839403|window_500	3883426383839403	non_rumor	1000	2015-09-04 19:01:03+08	window_500	500
132	3883611445141737|window_500	3883611445141737	non_rumor	1000	2015-09-05 07:16:25+08	window_500	500
133	3883956342278128|window_500	3883956342278128	non_rumor	1000	2015-09-06 06:06:55+08	window_500	500
134	3884000994778602|window_500	3884000994778602	non_rumor	1000	2015-09-06 09:04:20+08	window_500	500
135	3884015130025137|window_500	3884015130025137	non_rumor	1000	2015-09-06 10:00:30+08	window_500	500
136	3884860895007395|window_500	3884860895007395	non_rumor	1000	2015-09-08 18:01:17+08	window_500	500
137	3885407551245629|window_500	3885407551245629	non_rumor	1000	2015-09-10 06:13:30+08	window_500	500
138	3885408745874436|window_500	3885408745874436	non_rumor	1000	2015-09-10 06:18:15+08	window_500	500
139	3885545908502238|window_500	3885545908502238	non_rumor	1000	2015-09-10 15:23:17+08	window_500	500
140	3885617459222474|window_500	3885617459222474	non_rumor	1000	2015-09-10 20:07:35+08	window_500	500
141	3885827300336091|window_500	3885827300336091	non_rumor	1000	2015-09-11 10:01:26+08	window_500	500
142	3887306799030663|window_500	3887306799030663	non_rumor	1000	2015-09-15 12:00:26+08	window_500	500
143	3888435422937905|window_500	3888435422937905	non_rumor	1000	2015-09-18 14:45:11+08	window_500	500
144	3888681007462578|window_500	3888681007462578	non_rumor	1000	2015-09-19 07:01:03+08	window_500	500
145	3888696459600268|window_500	3888696459600268	non_rumor	1000	2015-09-19 08:02:27+08	window_500	500
146	3889043396214602|window_500	3889043396214602	non_rumor	1000	2015-09-20 07:01:03+08	window_500	500
147	3889043400028551|window_500	3889043400028551	non_rumor	1000	2015-09-20 07:01:04+08	window_500	500
148	3889544095463150|window_500	3889544095463150	non_rumor	1000	2015-09-21 16:10:39+08	window_500	500
149	3889828594848255|window_500	3889828594848255	non_rumor	1000	2015-09-22 11:01:09+08	window_500	500
150	3889830565991261|window_500	3889830565991261	non_rumor	1000	2015-09-22 11:08:59+08	window_500	500
151	3890492993952441|window_500	3890492993952441	non_rumor	1000	2015-09-24 07:01:13+08	window_500	500
152	3890508428054620|window_500	3890508428054620	non_rumor	1000	2015-09-24 08:02:33+08	window_500	500
153	3890704420421419|window_500	3890704420421419	non_rumor	1000	2015-09-24 21:01:22+08	window_500	500
154	3890704524650893|window_500	3890704524650893	non_rumor	1000	2015-09-24 21:01:47+08	window_500	500
155	3891068665559549|window_500	3891068665559549	non_rumor	1000	2015-09-25 21:08:45+08	window_500	500
156	3891398929313038|window_500	3891398929313038	non_rumor	1000	2015-09-26 19:01:06+08	window_500	500
157	3892335123453008|window_500	3892335123453008	non_rumor	1000	2015-09-29 09:01:12+08	window_500	500
158	3892712623617463|window_500	3892712623617463	non_rumor	1000	2015-09-30 10:01:15+08	window_500	500
159	3894509886553162|window_500	3894509886553162	non_rumor	1000	2015-10-05 09:02:56+08	window_500	500
160	3894549589915035|window_500	3894549589915035	non_rumor	1000	2015-10-05 11:40:42+08	window_500	500
161	3894844407519702|window_500	3894844407519702	non_rumor	1000	2015-10-06 07:12:12+08	window_500	500
162	3894856701627636|window_500	3894856701627636	non_rumor	1000	2015-10-06 08:01:02+08	window_500	500
163	3894962146470481|window_500	3894962146470481	non_rumor	1000	2015-10-06 15:00:03+08	window_500	500
164	3895034959442943|window_500	3895034959442943	non_rumor	1000	2015-10-06 19:49:23+08	window_500	500
165	3896034831285895|window_500	3896034831285895	non_rumor	1000	2015-10-09 14:02:30+08	window_500	500
166	3900641820780465|window_500	3900641820780465	non_rumor	1000	2015-10-22 07:09:03+08	window_500	500
167	3902488795290063|window_500	3902488795290063	non_rumor	1000	2015-10-27 09:28:16+08	window_500	500
168	3906136757051488|window_500	3906136757051488	non_rumor	1000	2015-11-06 11:03:57+08	window_500	500
169	3906158693319838|window_500	3906158693319838	non_rumor	1000	2015-11-06 12:31:08+08	window_500	500
170	3908983586767533|window_500	3908983586767533	non_rumor	1000	2015-11-14 07:36:14+08	window_500	500
171	3909896048779731|window_500	3909896048779731	non_rumor	1000	2015-11-16 20:02:03+08	window_500	500
172	3910488679557072|window_500	3910488679557072	non_rumor	1000	2015-11-18 11:16:57+08	window_500	500
173	3911984309629003|window_500	3911984309629003	non_rumor	1000	2015-11-22 14:20:03+08	window_500	500
174	3912372126824744|window_500	3912372126824744	non_rumor	1000	2015-11-23 16:01:06+08	window_500	500
175	3912833509412304|window_500	3912833509412304	non_rumor	1000	2015-11-24 22:34:28+08	window_500	500
176	3915882411509394|window_500	3915882411509394	non_rumor	1000	2015-12-03 08:29:43+08	window_500	500
177	3915973100663869|window_500	3915973100663869	non_rumor	1000	2015-12-03 14:30:05+08	window_500	500
178	3916794454250432|window_500	3916794454250432	non_rumor	1000	2015-12-05 20:53:51+08	window_500	500
179	3918187701560656|window_500	3918187701560656	non_rumor	1000	2015-12-09 17:10:07+08	window_500	500
180	3920243086349408|window_500	3920243086349408	non_rumor	1000	2015-12-15 09:17:29+08	window_500	500
181	3922870721751555|window_500	3922870721751555	non_rumor	1000	2015-12-22 15:18:46+08	window_500	500
182	3923492733101561|window_500	3923492733101561	non_rumor	1000	2015-12-24 08:30:25+08	window_500	500
183	3923867531644975|window_500	3923867531644975	non_rumor	1000	2015-12-25 09:19:44+08	window_500	500
184	3924220670672454|window_500	3924220670672454	non_rumor	1000	2015-12-26 08:42:58+08	window_500	500
185	3926763178418081|window_500	3926763178418081	non_rumor	1000	2016-01-02 09:06:00+08	window_500	500
186	3927184860912924|window_500	3927184860912924	non_rumor	1000	2016-01-03 13:01:37+08	window_500	500
187	3928281805759876|window_500	3928281805759876	non_rumor	1000	2016-01-06 13:40:29+08	window_500	500
188	3928649369478963|window_500	3928649369478963	non_rumor	1000	2016-01-07 14:01:03+08	window_500	500
189	3928925924800987|window_500	3928925924800987	non_rumor	1000	2016-01-08 08:19:59+08	window_500	500
190	3929020360427487|window_500	3929020360427487	non_rumor	1000	2016-01-08 14:35:13+08	window_500	500
191	3929865390631032|window_500	3929865390631032	non_rumor	1000	2016-01-10 22:33:05+08	window_500	500
192	3930059578375798|window_500	3930059578375798	non_rumor	1000	2016-01-11 11:24:42+08	window_500	500
193	3930189580486878|window_500	3930189580486878	non_rumor	1000	2016-01-11 20:01:17+08	window_500	500
194	3843822817517431|window_500	3843822817517431	non_rumor	999	2015-05-18 12:10:37+08	window_500	500
195	3875997419889442|window_500	3875997419889442	non_rumor	999	2015-08-15 07:01:00+08	window_500	500
196	3898999537387699|window_500	3898999537387699	non_rumor	999	2015-10-17 18:23:12+08	window_500	500
197	3928030282298943|window_500	3928030282298943	non_rumor	999	2016-01-05 21:01:01+08	window_500	500
198	3897819607727601|window_500	3897819607727601	non_rumor	997	2015-10-14 12:14:35+08	window_500	500
199	3930387279334397|window_500	3930387279334397	non_rumor	985	2016-01-12 09:06:53+08	window_500	500
200	3874925368152668|window_500	3874925368152668	non_rumor	973	2015-08-12 08:01:03+08	window_500	500
